1,0,4
3,0,5
4,0,4
5,0,4
6,0,4
8,0,4
9,0,4
10,0,5
12,0,5
13,0,4
14,0,4
1,1,5
2,1,5
3,1,4
6,1,4
8,1,4
9,1,3
10,1,5
12,1,5
14,1,5
1,2,4
4,2,2
5,2,3
6,2,4
8,2,1
9,2,5
10,2,5
11,2,4
12,2,5
14,2,3
15,2,5
0,3,4
1,3,3
5,3,3
6,3,2
9,3,5
10,3,5
11,3,5
12,3,4
14,3,3
15,3,5
1,4,2
4,4,2
5,4,4
6,4,2
9,4,2
12,4,4
14,4,3
0,5,4
1,5,3
2,5,5
3,5,5
4,5,5
6,5,4
7,5,4
8,5,5
9,5,3
10,5,4
11,5,3
12,5,5
13,5,4
